Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDV13,17.35,Regular,0.02758789,Canned,86.1856,OUT013,1987,High,Tier 3,Supermarket Type1,2100.159588300977
FDF52,9.3,Low Fat,0.11178154,Frozen Foods,182.3292,OUT010,1998,Medium,Tier 3,Grocery Store,2073.39041531406
FDY11,6.71,Regular,0.02960641,Baking Goods,65.4142,OUT049,1999,Medium,Tier 1,Supermarket Type1,1895.528129500709
FDL20,17.1,Low Fat,0.129140919,Fruits and Vegetables,109.4886,OUT017,2007,Medium,Tier 2,Supermarket Type1,2196.740515643105
FDS45,5.175,Regular,0.029555773,Snack Foods,105.9622,OUT045,2002,Medium,Tier 2,Supermarket Type1,2193.7554724065103
DRJ13,12.65,Low Fat,0.063146492,Soft Drinks,159.6578,OUT018,2009,Medium,Tier 3,Supermarket Type2,2787.5230309035437
FDR37,16.5,Regular,0.066352552,Breakfast,181.2292,OUT049,1999,Medium,Tier 1,Supermarket Type1,2471.1196674584326
FDS23,12.857645184135976,Low Fat,0.246678647,Breads,129.7994,OUT019,1985,Small,Tier 1,Grocery Store,1945.4395560609726
FDX13,7.725,Low Fat,0.047977607,Canned,249.5092,OUT018,2009,Medium,Tier 3,Supermarket Type2,3153.839985810797
FDT49,7.0,Low Fat,0.151712642,Canned,104.828,OUT045,2002,Medium,Tier 2,Supermarket Type1,2073.58604483163
FDY13,12.1,Low Fat,0.030174246,Canned,76.667,OUT049,1999,Medium,Tier 1,Supermarket Type1,2084.970797555257
FDD47,7.6,Regular,0.238366442,Starchy Foods,171.8448,OUT010,1998,Medium,Tier 3,Grocery Store,2032.0096124722224
FDF20,12.85,Low Fat,0.055603753,Fruits and Vegetables,195.6768,OUT010,1998,Medium,Tier 3,Grocery Store,2366.6164873017183
FDS32,17.75,Regular,0.029648306,Fruits and Vegetables,142.4838,OUT035,2004,Small,Tier 2,Supermarket Type1,2473.4150984714206
FDJ44,12.857645184135976,Regular,0.105812357,Fruits and Vegetables,175.0396,OUT027,1985,Medium,Tier 3,Supermarket Type3,3281.963506965591
NCY30,20.25,Low Fat,0.02593166,Household,182.5976,OUT013,1987,High,Tier 3,Supermarket Type1,2836.807143919333
FDK33,12.857645184135976,Low Fat,0.019671473,Snack Foods,214.756,OUT019,1985,Small,Tier 1,Grocery Store,2408.0673924084185
FDO31,6.76,Regular,0.028982682,Fruits and Vegetables,79.596,OUT046,1997,Small,Tier 1,Supermarket Type1,1999.3014408702795
FDG10,12.857645184135976,Regular,0.019153299,Snack Foods,57.6588,OUT019,1985,Small,Tier 1,Grocery Store,1684.4078361858055
DRI49,14.15,Low Fat,0.184254826,Soft Drinks,82.4276,OUT018,2009,Medium,Tier 3,Supermarket Type2,2401.4666626744056
NCA05,20.75,Low Fat,0.025169703,Health and Hygiene,150.4734,OUT049,1999,Medium,Tier 1,Supermarket Type1,2539.220403935146
FDZ13,7.84,Regular,0.153494979,Canned,48.935,OUT046,1997,Small,Tier 1,Supermarket Type1,2005.7022303880549
DRI25,19.6,Low Fat,0.034093203,Soft Drinks,56.6614,OUT017,2007,Medium,Tier 2,Supermarket Type1,2000.2506842395962
NCA29,10.5,Low Fat,0.045655118,Household,169.8106,OUT010,1998,Medium,Tier 3,Grocery Store,2105.8045694786083
FDX43,5.655,Low Fat,0.142732848,Fruits and Vegetables,167.95,OUT010,1998,Medium,Tier 3,Grocery Store,2034.259856960997
FDZ08,12.5,Regular,0.110163385,Fruits and Vegetables,83.6592,OUT049,1999,Medium,Tier 1,Supermarket Type1,2133.935582346483
FDC58,10.195,Low Fat,0.041934387,Snack Foods,44.6428,OUT035,2004,Small,Tier 2,Supermarket Type1,1743.674084084768
NCD54,12.857645184135976,Low Fat,0.028868467,Household,146.3786,OUT027,1985,Medium,Tier 3,Supermarket Type3,3088.7907470232394
FDM24,6.135,Regular,0.079312367,Baking Goods,151.7366,OUT035,2004,Small,Tier 2,Supermarket Type1,2293.4075948503883
FDS12,9.1,Low Fat,0.174085625,Baking Goods,124.6362,OUT035,2004,Small,Tier 2,Supermarket Type1,2056.424350775257
NCN55,14.6,Low Fat,0.059732844,Others,241.2538,OUT018,2009,Medium,Tier 3,Supermarket Type2,3208.416070197949
NCP06,20.7,Low Fat,0.039245805,Household,151.4366,OUT046,1997,Small,Tier 1,Supermarket Type1,2544.760073190343
FDB41,19.0,Regular,0.097510482,Frozen Foods,48.1718,OUT045,2002,Medium,Tier 2,Supermarket Type1,1870.843849915819
FDJ16,9.195,Low Fat,0.114885647,Frozen Foods,59.6246,OUT046,1997,Small,Tier 1,Supermarket Type1,1778.4840503574926
NCB18,12.857645184135976,Low Fat,0.072295507,Household,89.7514,OUT019,1985,Small,Tier 1,Grocery Store,1746.7326712785875
FDH38,6.425,Low Fat,0.010436256,Canned,115.5808,OUT035,2004,Small,Tier 2,Supermarket Type1,2265.9393507692134
FDE59,12.15,Low Fat,0.104257037,Starchy Foods,34.0532,OUT010,1998,Medium,Tier 3,Grocery Store,1304.039606418671
NCF30,17.0,Low Fat,0.126440335,Household,125.2362,OUT049,1999,Medium,Tier 1,Supermarket Type1,2358.5794243644787
FDE35,12.857645184135976,Regular,0.0,Starchy Foods,59.8904,OUT027,1985,Medium,Tier 3,Supermarket Type3,2893.4129481404257
FDP49,12.857645184135976,Regular,0.120965853,Breakfast,55.8614,OUT019,1985,Small,Tier 1,Grocery Store,1623.72733351389
NCQ05,12.857645184135976,Low Fat,0.0,Health and Hygiene,152.0708,OUT027,1985,Medium,Tier 3,Supermarket Type3,3386.4088690310946
FDP49,9.0,Regular,0.069031467,Breakfast,55.0614,OUT013,1987,High,Tier 3,Supermarket Type1,2066.952380472769
FDT12,6.215,Regular,0.049823839,Baking Goods,226.6062,OUT018,2009,Medium,Tier 3,Supermarket Type2,3061.781716610476
NCM06,7.475,Low Fat,0.126752975,Household,154.2656,OUT010,1998,Medium,Tier 3,Grocery Store,1991.4672389062287
FDV23,11.0,Low Fat,0.1062679,Breads,123.2046,OUT018,2009,Medium,Tier 3,Supermarket Type2,2559.5739753401576
FDA44,19.7,Low Fat,0.053305463,Fruits and Vegetables,58.193,OUT049,1999,Medium,Tier 1,Supermarket Type1,2021.4704160804647
DRD27,18.75,Low Fat,0.023820082,Dairy,97.6042,OUT013,1987,High,Tier 3,Supermarket Type1,2346.2408274509053
NCK53,11.6,Low Fat,0.037549969,Health and Hygiene,101.2042,OUT013,1987,High,Tier 3,Supermarket Type1,2055.6448567855464
NCF19,13.0,Low Fat,0.03525175,Household,48.0034,OUT018,2009,Medium,Tier 3,Supermarket Type2,2203.507151226754
NCY18,7.285,Low Fat,0.031200065,Household,174.7054,OUT049,1999,Medium,Tier 1,Supermarket Type1,2600.951442420365
FDN56,12.857645184135976,Regular,0.106538757,Fruits and Vegetables,145.4786,OUT027,1985,Medium,Tier 3,Supermarket Type3,3284.302993893527
NCI55,18.6,Low Fat,0.012673238,Household,121.5414,OUT049,1999,Medium,Tier 1,Supermarket Type1,2318.3198492546335
FDB28,6.615,Low Fat,0.093307668,Dairy,195.9426,OUT013,1987,High,Tier 3,Supermarket Type1,2627.5613260896575
NCA18,10.1,Low Fat,0.056191301,Household,115.7492,OUT045,2002,Medium,Tier 2,Supermarket Type1,2238.9476168993624
FDC46,17.7,Low Fat,0.116542484,Snack Foods,182.6266,OUT046,1997,Small,Tier 1,Supermarket Type1,2711.883726720079
NCZ42,10.5,Low Fat,0.011285795,Household,235.8248,OUT035,2004,Small,Tier 2,Supermarket Type1,2844.441870006142
DRA59,12.857645184135976,Regular,0.127308434,Soft Drinks,186.6924,OUT027,1985,Medium,Tier 3,Supermarket Type3,3480.4348039511665
DRB25,12.3,Low Fat,0.069742672,Soft Drinks,106.2938,OUT018,2009,Medium,Tier 3,Supermarket Type2,2750.9586168394094
FDE24,12.857645184135976,Low Fat,0.093010026,Baking Goods,143.0812,OUT027,1985,Medium,Tier 3,Supermarket Type3,3245.325371245157
FDA57,18.85,Low Fat,0.03961061,Snack Foods,41.648,OUT013,1987,High,Tier 3,Supermarket Type1,1940.8809482635875
FDZ46,7.485,Low Fat,0.069514712,Snack Foods,108.7228,OUT017,2007,Medium,Tier 2,Supermarket Type1,2201.502402817678
FDX39,14.3,Regular,0.083147702,Meat,210.1586,OUT010,1998,Medium,Tier 3,Grocery Store,2322.996680343689
FDW35,10.6,Low Fat,0.011106465,Breads,42.7454,OUT049,1999,Medium,Tier 1,Supermarket Type1,2065.2111839419786
FDZ55,12.857645184135976,Low Fat,0.02528566,Fruits and Vegetables,158.792,OUT027,1985,Medium,Tier 3,Supermarket Type3,3324.299304857039
FDI04,13.65,Regular,0.072851756,Frozen Foods,197.1426,OUT013,1987,High,Tier 3,Supermarket Type1,2623.9524563819587
FDU46,12.857645184135976,Regular,0.011072421,Snack Foods,85.354,OUT027,1985,Medium,Tier 3,Supermarket Type3,2882.955120939757
FDE14,13.65,Regular,0.031494041,Canned,98.87,OUT049,1999,Medium,Tier 1,Supermarket Type1,2262.880594828515
FDX23,6.445,Low Fat,0.029667053,Baking Goods,94.4436,OUT013,1987,High,Tier 3,Supermarket Type1,2151.2094665262193
NCN18,8.895,Low Fat,0.0,Household,111.9544,OUT035,2004,Small,Tier 2,Supermarket Type1,2168.9336502868723
FDR02,16.7,Low Fat,0.022099982,Dairy,110.1886,OUT049,1999,Medium,Tier 1,Supermarket Type1,2313.0091166097936
FDH04,6.115,Regular,0.011372972,Frozen Foods,89.6488,OUT046,1997,Small,Tier 1,Supermarket Type1,1943.0230365429716
FDZ51,11.3,Regular,0.091310237,Meat,96.9094,OUT010,1998,Medium,Tier 3,Grocery Store,1766.6895275058528
FDR15,9.3,Regular,0.033437991,Meat,153.2314,OUT046,1997,Small,Tier 1,Supermarket Type1,2438.6585126661353
NCQ30,7.725,Low Fat,0.029117482,Household,123.0414,OUT049,1999,Medium,Tier 1,Supermarket Type1,2374.484643764738
FDW45,18.0,Low Fat,0.039071642,Snack Foods,145.3418,OUT049,1999,Medium,Tier 1,Supermarket Type1,2385.507674781705
FDQ52,17.0,Low Fat,0.119362409,Frozen Foods,249.4434,OUT035,2004,Small,Tier 2,Supermarket Type1,2815.267585195814
FDM01,12.857645184135976,Regular,0.094109236,Breakfast,102.9332,OUT027,1985,Medium,Tier 3,Supermarket Type3,2924.5535969673565
FDE21,12.8,Low Fat,0.02299122,Fruits and Vegetables,114.9492,OUT045,2002,Medium,Tier 2,Supermarket Type1,2144.3249099748064
FDH28,15.85,Regular,0.110010191,Frozen Foods,38.8506,OUT035,2004,Small,Tier 2,Supermarket Type1,1964.6804931207187
FDQ56,6.59,Low Fat,0.176748258,Fruits and Vegetables,82.7908,OUT010,1998,Medium,Tier 3,Grocery Store,1715.371014601923
DRM49,6.11,Regular,0.0,Soft Drinks,43.0086,OUT049,1999,Medium,Tier 1,Supermarket Type1,1861.7603262359064
NCI29,12.857645184135976,Low Fat,0.032463574,Health and Hygiene,139.9154,OUT027,1985,Medium,Tier 3,Supermarket Type3,3309.625260496172
FDW44,9.5,Regular,0.035222503,Fruits and Vegetables,170.1448,OUT045,2002,Medium,Tier 2,Supermarket Type1,2498.829418946419
FDR10,17.6,Low Fat,0.010055503,Snack Foods,163.7552,OUT049,1999,Medium,Tier 1,Supermarket Type1,2542.139316683939
FDO60,20.0,Low Fat,0.034363029,Baking Goods,43.5086,OUT035,2004,Small,Tier 2,Supermarket Type1,1933.7184759756992
FDG08,13.15,Regular,0.0,Fruits and Vegetables,171.9764,OUT017,2007,Medium,Tier 2,Supermarket Type1,2526.5507206897946
FDP10,19.0,Low Fat,0.128349909,Snack Foods,106.5622,OUT045,2002,Medium,Tier 2,Supermarket Type1,2094.8119209952774
FDG45,8.1,Low Fat,0.128760294,Fruits and Vegetables,213.7902,OUT017,2007,Medium,Tier 2,Supermarket Type1,2666.7112340885874
DRM47,9.3,Low Fat,0.043964058,Hard Drinks,192.3846,OUT018,2009,Medium,Tier 3,Supermarket Type2,2949.7142581828766
FDO40,12.857645184135976,Low Fat,0.032470108,Frozen Foods,148.9392,OUT027,1985,Medium,Tier 3,Supermarket Type3,3316.66625576759
DRE37,13.5,Low Fat,0.094603404,Soft Drinks,187.0872,OUT018,2009,Medium,Tier 3,Supermarket Type2,2950.6161777150887
FDX13,7.725,Low Fat,0.047743195,Canned,248.3092,OUT013,1987,High,Tier 3,Supermarket Type1,2841.9081063744725
FDE21,12.857645184135976,Low Fat,0.0,Fruits and Vegetables,115.3492,OUT027,1985,Medium,Tier 3,Supermarket Type3,3035.6270094407496
NCU53,5.485,Low Fat,0.071557769,Health and Hygiene,165.7842,OUT010,1998,Medium,Tier 3,Grocery Store,2053.764374445741
NCH07,13.15,Low Fat,0.155105614,Household,157.2604,OUT010,1998,Medium,Tier 3,Grocery Store,2099.308171465293
FDJ07,7.26,Low Fat,0.014505108,Meat,118.415,OUT017,2007,Medium,Tier 2,Supermarket Type1,2125.955326713291
FDB46,10.5,Regular,0.093909644,Snack Foods,213.7244,OUT049,1999,Medium,Tier 1,Supermarket Type1,2693.6650782944594
DRL01,19.5,Regular,0.077157727,Soft Drinks,232.4958,OUT035,2004,Small,Tier 2,Supermarket Type1,2897.543572622359
FDN57,12.857645184135976,Low Fat,0.094957079,Snack Foods,143.5154,OUT019,1985,Small,Tier 1,Grocery Store,1941.2297296518987
FDO38,12.857645184135976,Low Fat,0.072486326,Canned,78.9986,OUT027,1985,Medium,Tier 3,Supermarket Type3,2840.2977844487195
FDA45,21.25,Low Fat,0.155694794,Snack Foods,177.637,OUT045,2002,Medium,Tier 2,Supermarket Type1,2601.286470901297
FDP27,12.857645184135976,Low Fat,0.20914265,Meat,190.953,OUT019,1985,Small,Tier 1,Grocery Store,2088.0964453779497
DRG36,14.15,Low Fat,0.095298849,Soft Drinks,171.8106,OUT013,1987,High,Tier 3,Supermarket Type1,2540.8974727199516
DRL47,19.7,Low Fat,0.038736781,Hard Drinks,127.4362,OUT046,1997,Small,Tier 1,Supermarket Type1,2303.184259607264
NCA05,12.857645184135976,Low Fat,0.044000492,Health and Hygiene,148.2734,OUT019,1985,Small,Tier 1,Grocery Store,2132.9715012840174
FDL38,13.8,Regular,0.014720848,Canned,89.9172,OUT013,1987,High,Tier 3,Supermarket Type1,2327.251795631064
FDC32,18.35,Low Fat,0.099090261,Fruits and Vegetables,94.0462,OUT035,2004,Small,Tier 2,Supermarket Type1,2095.3253253638545
NCI06,11.3,Low Fat,0.047814463,Household,179.266,OUT045,2002,Medium,Tier 2,Supermarket Type1,2588.1593974899743
FDI05,8.35,Regular,0.127066966,Frozen Foods,76.5354,OUT049,1999,Medium,Tier 1,Supermarket Type1,1904.5041646094385
FDR52,12.65,Regular,0.076474728,Frozen Foods,191.8846,OUT017,2007,Medium,Tier 2,Supermarket Type1,2690.9619699038235
FDU26,16.7,Regular,0.042860026,Dairy,120.3782,OUT017,2007,Medium,Tier 2,Supermarket Type1,2206.240314273183
FDG33,5.365,Regular,0.141033536,Seafood,173.6764,OUT017,2007,Medium,Tier 2,Supermarket Type1,2449.962172674217
FDE38,6.52,Low Fat,0.044607161,Canned,164.2842,OUT046,1997,Small,Tier 1,Supermarket Type1,2354.478302148852
FDI35,14.0,Low Fat,0.041283361,Starchy Foods,182.4634,OUT035,2004,Small,Tier 2,Supermarket Type1,2575.1165523721306
FDN23,6.575,Regular,0.075444922,Breads,146.0444,OUT013,1987,High,Tier 3,Supermarket Type1,2235.7675169882154
NCP54,15.35,Low Fat,0.035143024,Household,124.373,OUT035,2004,Small,Tier 2,Supermarket Type1,2383.5815256716605
FDO39,6.985,Regular,0.13725257,Meat,183.7608,OUT013,1987,High,Tier 3,Supermarket Type1,2413.069286644833
NCT17,10.8,Low Fat,0.041831008,Health and Hygiene,186.6214,OUT013,1987,High,Tier 3,Supermarket Type1,2624.348636746546
NCK30,14.85,Low Fat,0.060967038,Household,254.3698,OUT035,2004,Small,Tier 2,Supermarket Type1,2922.337638739013
FDM24,12.857645184135976,Regular,0.078943221,Baking Goods,152.7366,OUT027,1985,Medium,Tier 3,Supermarket Type3,3243.630051597451
FDA35,14.85,Regular,0.053837561,Baking Goods,120.8072,OUT046,1997,Small,Tier 1,Supermarket Type1,2297.4376920920104
NCM07,9.395,Low Fat,0.039928582,Others,83.2908,OUT013,1987,High,Tier 3,Supermarket Type1,1989.4937352672923
FDD09,13.5,Low Fat,0.021617996,Fruits and Vegetables,179.6976,OUT017,2007,Medium,Tier 2,Supermarket Type1,2599.508371083271
FDW07,18.0,Regular,0.143495952,Fruits and Vegetables,88.7514,OUT017,2007,Medium,Tier 2,Supermarket Type1,2234.435789148353
FDM27,12.857645184135976,Regular,0.157701958,Meat,158.7946,OUT027,1985,Medium,Tier 3,Supermarket Type3,3181.450889974743
NCY53,20.0,Low Fat,0.058719568,Health and Hygiene,111.0544,OUT018,2009,Medium,Tier 3,Supermarket Type2,2739.6570274619075
FDA10,20.35,Low Fat,0.142618182,Snack Foods,123.2072,OUT017,2007,Medium,Tier 2,Supermarket Type1,2428.0747196790226
DRB24,8.785,Low Fat,0.020573334,Soft Drinks,156.4656,OUT035,2004,Small,Tier 2,Supermarket Type1,2354.5989338777563
NCN53,12.857645184135976,Low Fat,0.030208465,Health and Hygiene,35.4874,OUT027,1985,Medium,Tier 3,Supermarket Type3,2574.504850934116
FDA31,7.1,Low Fat,0.110234793,Fruits and Vegetables,171.708,OUT045,2002,Medium,Tier 2,Supermarket Type1,2458.5794755137413
FDE24,14.85,Low Fat,0.093991286,Baking Goods,140.9812,OUT017,2007,Medium,Tier 2,Supermarket Type1,2322.61775517865
FDA04,11.3,Regular,0.067001825,Frozen Foods,259.1962,OUT018,2009,Medium,Tier 3,Supermarket Type2,3444.9683450330404
FDV26,20.25,Regular,0.076314907,Dairy,196.7794,OUT045,2002,Medium,Tier 2,Supermarket Type1,2711.0241497399866
FDF40,12.857645184135976,Regular,0.022403117,Dairy,250.9092,OUT027,1985,Medium,Tier 3,Supermarket Type3,3707.7449406985456
FDH34,12.857645184135976,Low Fat,0.030944666,Snack Foods,186.6582,OUT027,1985,Medium,Tier 3,Supermarket Type3,3354.622357960423
FDO16,5.48,Low Fat,0.02528802,Frozen Foods,83.325,OUT010,1998,Medium,Tier 3,Grocery Store,1745.9733867272664
FDZ43,11.0,Regular,0.057058545,Fruits and Vegetables,241.7512,OUT046,1997,Small,Tier 1,Supermarket Type1,2804.5320095732654
DRJ51,14.1,Low Fat,0.0,Dairy,231.9668,OUT049,1999,Medium,Tier 1,Supermarket Type1,2864.3403039568343
NCL07,12.857645184135976,Low Fat,0.05486977,Others,40.548,OUT019,1985,Small,Tier 1,Grocery Store,1580.3457864503582
FDU58,6.61,Regular,0.029006239,Snack Foods,186.0898,OUT035,2004,Small,Tier 2,Supermarket Type1,2503.3052123455336
FDI26,5.94,Low Fat,0.034880143,Canned,177.9344,OUT035,2004,Small,Tier 2,Supermarket Type1,2487.9576222007872
FDG24,7.975,Low Fat,0.014713909,Baking Goods,83.125,OUT017,2007,Medium,Tier 2,Supermarket Type1,2046.6925727141984
NCM19,12.65,Low Fat,0.047237246,Others,112.5202,OUT046,1997,Small,Tier 1,Supermarket Type1,2280.1483379212877
NCO29,11.15,Low Fat,0.032306341,Health and Hygiene,166.3526,OUT049,1999,Medium,Tier 1,Supermarket Type1,2534.3693763408264
NCM05,6.825,Low Fat,0.100171568,Health and Hygiene,262.7226,OUT010,1998,Medium,Tier 3,Grocery Store,2514.168117499614
NCE07,8.18,Low Fat,0.013130031,Household,142.6154,OUT046,1997,Small,Tier 1,Supermarket Type1,2353.4039094197215
FDR10,17.6,Low Fat,0.010096684,Snack Foods,160.4552,OUT017,2007,Medium,Tier 2,Supermarket Type1,2503.4853370781207
FDO12,15.75,Low Fat,0.055015935,Baking Goods,194.3452,OUT049,1999,Medium,Tier 1,Supermarket Type1,2543.5090399464443
FDC17,12.15,Low Fat,0.015460726,Frozen Foods,211.8928,OUT046,1997,Small,Tier 1,Supermarket Type1,2753.8417055918508
FDF34,9.3,Regular,0.02346559,Snack Foods,197.6084,OUT010,1998,Medium,Tier 3,Grocery Store,2420.6845458666453
FDO22,13.5,Regular,0.017932223,Snack Foods,78.796,OUT018,2009,Medium,Tier 3,Supermarket Type2,2369.316357244715
FDT52,9.695,Regular,0.047420609,Frozen Foods,246.0144,OUT035,2004,Small,Tier 2,Supermarket Type1,2801.469318731784
FDR24,12.857645184135976,Regular,0.062547321,Baking Goods,88.383,OUT027,1985,Medium,Tier 3,Supermarket Type3,2869.5595696098603
FDP08,20.5,Regular,0.112410046,Fruits and Vegetables,192.2478,OUT046,1997,Small,Tier 1,Supermarket Type1,2728.00131929785
FDF39,14.85,Regular,0.019511288,Dairy,262.591,OUT046,1997,Small,Tier 1,Supermarket Type1,3047.5781923357154
NCQ06,13.0,Low Fat,0.041789718,Household,256.1014,OUT013,1987,High,Tier 3,Supermarket Type1,2936.9291256066836
FDR04,7.075,Low Fat,0.022548195,Frozen Foods,95.7068,OUT013,1987,High,Tier 3,Supermarket Type1,2024.5683775688829
FDQ32,17.85,Regular,0.046599684,Fruits and Vegetables,125.1388,OUT035,2004,Small,Tier 2,Supermarket Type1,2348.284301331194
DRD15,10.6,Low Fat,0.095064731,Dairy,232.4642,OUT010,1998,Medium,Tier 3,Grocery Store,2295.6188643131354
FDB02,9.695,Regular,0.029283081,Canned,175.137,OUT018,2009,Medium,Tier 3,Supermarket Type2,2889.4675848485995
NCS18,12.65,Low Fat,0.042383069,Household,108.0938,OUT018,2009,Medium,Tier 3,Supermarket Type2,2635.499416387035
NCS30,5.945,Low Fat,0.155706798,Household,127.9652,OUT010,1998,Medium,Tier 3,Grocery Store,1721.326670069306
FDN15,17.5,Low Fat,0.016767995,Meat,141.418,OUT045,2002,Medium,Tier 2,Supermarket Type1,2311.104540353627
NCL31,7.39,Low Fat,0.120961347,Others,143.847,OUT017,2007,Medium,Tier 2,Supermarket Type1,2419.0093578355886
FDV31,9.8,Low Fat,0.178622919,Fruits and Vegetables,177.937,OUT010,1998,Medium,Tier 3,Grocery Store,2049.4327693396335
FDF38,11.8,Regular,0.02633607,Canned,40.6138,OUT013,1987,High,Tier 3,Supermarket Type1,1958.7767926755057
DRK59,8.895,Low Fat,0.126287542,Hard Drinks,235.5616,OUT010,1998,Medium,Tier 3,Grocery Store,2391.2944157841735
DRJ24,11.8,Low Fat,0.11350542,Soft Drinks,186.8924,OUT049,1999,Medium,Tier 1,Supermarket Type1,2542.7529046446934
FDW51,12.857645184135976,Regular,0.094201477,Meat,213.356,OUT027,1985,Medium,Tier 3,Supermarket Type3,3583.3287293010912
FDN49,17.25,Regular,0.125224466,Breakfast,41.248,OUT046,1997,Small,Tier 1,Supermarket Type1,1805.4078584602846
FDE20,11.35,Regular,0.005561798,Fruits and Vegetables,168.379,OUT017,2007,Medium,Tier 2,Supermarket Type1,2523.213872479652
FDV38,19.25,Low Fat,0.101980245,Dairy,54.3956,OUT045,2002,Medium,Tier 2,Supermarket Type1,1942.9687243140725
FDH60,19.7,Regular,0.081193712,Baking Goods,198.411,OUT017,2007,Medium,Tier 2,Supermarket Type1,2602.8186685275978
NCD55,14.0,Low Fat,0.024369007,Household,40.2454,OUT049,1999,Medium,Tier 1,Supermarket Type1,1916.0410624781118
FDU13,8.355,Low Fat,0.188619537,Canned,146.4418,OUT017,2007,Medium,Tier 2,Supermarket Type1,2260.3846069497663
FDZ07,15.1,Regular,0.094037291,Fruits and Vegetables,62.3194,OUT049,1999,Medium,Tier 1,Supermarket Type1,1963.0163682244233
FDY13,12.1,Low Fat,0.030188505,Canned,77.367,OUT045,2002,Medium,Tier 2,Supermarket Type1,1955.9278720268674
FDP56,8.185,Low Fat,0.046578409,Fruits and Vegetables,48.6692,OUT045,2002,Medium,Tier 2,Supermarket Type1,1989.2188249210244
DRA59,12.857645184135976,Regular,0.223985293,Soft Drinks,186.2924,OUT019,1985,Small,Tier 1,Grocery Store,2218.1829402522494
FDY40,15.5,Regular,0.085763562,Frozen Foods,49.0692,OUT013,1987,High,Tier 3,Supermarket Type1,1994.5966897337582
FDW40,14.0,Regular,0.105145451,Frozen Foods,144.2812,OUT046,1997,Small,Tier 1,Supermarket Type1,2344.397698304665
NCW17,18.0,Low Fat,0.019382568,Health and Hygiene,129.3994,OUT035,2004,Small,Tier 2,Supermarket Type1,2238.9710848397262
DRN37,9.6,Low Fat,0.0,Soft Drinks,166.5158,OUT049,1999,Medium,Tier 1,Supermarket Type1,2644.812390599161
FDZ19,12.857645184135976,Low Fat,0.093002339,Fruits and Vegetables,177.7712,OUT027,1985,Medium,Tier 3,Supermarket Type3,3366.0434817008904
FDW34,9.6,Low Fat,0.035549527,Snack Foods,244.117,OUT013,1987,High,Tier 3,Supermarket Type1,2798.906252818396
FDC28,12.857645184135976,Low Fat,0.054720642,Frozen Foods,107.8254,OUT027,1985,Medium,Tier 3,Supermarket Type3,3073.687256800009
FDB29,16.7,Regular,0.052708138,Frozen Foods,114.7176,OUT017,2007,Medium,Tier 2,Supermarket Type1,2367.6035940402635
FDE26,9.3,Low Fat,0.089144149,Canned,144.9786,OUT049,1999,Medium,Tier 1,Supermarket Type1,2331.4768810131627
FDG45,8.1,Low Fat,0.128011859,Fruits and Vegetables,210.9902,OUT035,2004,Small,Tier 2,Supermarket Type1,2734.23108393515
NCC18,19.1,Low Fat,0.178272728,Household,172.4422,OUT017,2007,Medium,Tier 2,Supermarket Type1,2610.7146310813496
NCU54,8.88,Low Fat,0.099024124,Household,208.527,OUT018,2009,Medium,Tier 3,Supermarket Type2,2915.812443007835
FDF26,6.825,Regular,0.046898544,Canned,153.7998,OUT017,2007,Medium,Tier 2,Supermarket Type1,2319.896519547242
FDX52,11.5,Regular,0.041994624,Frozen Foods,194.782,OUT035,2004,Small,Tier 2,Supermarket Type1,2704.5156610623817
FDR04,7.075,Low Fat,0.022694623,Frozen Foods,98.8068,OUT017,2007,Medium,Tier 2,Supermarket Type1,1896.4276833951649
NCP06,20.7,Low Fat,0.039467795,Household,151.7366,OUT017,2007,Medium,Tier 2,Supermarket Type1,2493.992647046801
FDN25,7.895,Regular,0.061270647,Breakfast,56.7588,OUT049,1999,Medium,Tier 1,Supermarket Type1,1777.6421803700262
NCH42,6.86,Low Fat,0.036686158,Household,229.601,OUT018,2009,Medium,Tier 3,Supermarket Type2,3080.1376168853185
FDO46,9.6,Regular,0.014200671,Snack Foods,187.1872,OUT013,1987,High,Tier 3,Supermarket Type1,2560.9300573776636
NCG54,12.1,Low Fat,0.079806266,Household,172.1106,OUT046,1997,Small,Tier 1,Supermarket Type1,2472.9903167673992
FDU07,11.1,Low Fat,0.059797172,Fruits and Vegetables,151.8366,OUT013,1987,High,Tier 3,Supermarket Type1,2356.1035138309912
DRJ11,9.5,Low Fat,0.0,Hard Drinks,190.9872,OUT045,2002,Medium,Tier 2,Supermarket Type1,2522.164508029695
FDH10,21.0,Low Fat,0.049381666,Snack Foods,193.0478,OUT049,1999,Medium,Tier 1,Supermarket Type1,2893.901068345495
FDN56,5.46,Regular,0.107057186,Fruits and Vegetables,144.9786,OUT046,1997,Small,Tier 1,Supermarket Type1,2435.3613673329082
FDY56,12.857645184135976,Regular,0.109274313,Fruits and Vegetables,225.3062,OUT019,1985,Small,Tier 1,Grocery Store,2307.5050297208572
NCQ53,17.6,Low Fat,0.018889593,Health and Hygiene,236.259,OUT013,1987,High,Tier 3,Supermarket Type1,3034.4195436042855
NCN54,20.35,Low Fat,0.021369722,Household,75.8328,OUT045,2002,Medium,Tier 2,Supermarket Type1,2100.021899762172
